508, 622, 1, 4096
1010, 778, 1, 4096
1516, 705, 1, 4096
2020, 791, 1, 4096
2524, 888, 1, 4096
3032, 779, 1, 4096
3534, 691, 1, 4096
4037, 725, 1, 4096
4548, 616, 1, 4096
5049, 762, 1, 4096
5550, 602, 1, 4096
6070, 594, 1, 4096
6591, 607, 1, 4096
7098, 634, 1, 4096
7686, 545, 1, 4096
8191, 772, 1, 4096
8698, 652, 1, 4096
9210, 499, 1, 4096
9714, 460, 1, 4096
10222, 561, 1, 4096
10734, 564, 1, 4096
11235, 460, 1, 4096
11745, 511, 1, 4096
12253, 589, 1, 4096
12768, 502, 1, 4096
13283, 500, 1, 4096
13794, 514, 1, 4096
14310, 523, 1, 4096
14814, 618, 1, 4096
15314, 566, 1, 4096
15997, 414, 1, 4096
16502, 670, 1, 4096
17004, 709, 1, 4096
17510, 596, 1, 4096
18020, 644, 1, 4096
18525, 598, 1, 4096
19027, 684, 1, 4096
19771, 416, 1, 4096
20273, 704, 1, 4096
20790, 756, 1, 4096
21292, 894, 1, 4096
21802, 805, 1, 4096
22304, 687, 1, 4096
22806, 796, 1, 4096
23307, 640, 1, 4096
23816, 756, 1, 4096
24327, 733, 1, 4096
24828, 808, 1, 4096
25332, 731, 1, 4096
25837, 807, 1, 4096
26340, 840, 1, 4096
26842, 597, 1, 4096
27344, 702, 1, 4096
27852, 790, 1, 4096
28356, 634, 1, 4096
28857, 500, 1, 4096
29368, 803, 1, 4096
29882, 723, 1, 4096
30384, 660, 1, 4096
30904, 701, 1, 4096
31411, 766, 1, 4096
31914, 760, 1, 4096
32424, 700, 1, 4096
32927, 657, 1, 4096
33431, 650, 1, 4096
33936, 712, 1, 4096
34440, 757, 1, 4096
34947, 777, 1, 4096
35459, 771, 1, 4096
35966, 743, 1, 4096
36466, 678, 1, 4096
36967, 848, 1, 4096
37473, 749, 1, 4096
37975, 746, 1, 4096
38486, 715, 1, 4096
38991, 736, 1, 4096
39588, 723, 1, 4096
40089, 840, 1, 4096
41095, 304, 1, 4096
41598, 376, 1, 4096
42100, 804, 1, 4096
42602, 553, 1, 4096
43107, 807, 1, 4096
43610, 630, 1, 4096
44464, 391, 1, 4096
44985, 182, 1, 4096
45489, 541, 1, 4096
46375, 248, 1, 4096
46876, 802, 1, 4096
47380, 852, 1, 4096
48042, 202, 1, 4096
48547, 775, 1, 4096
49049, 749, 1, 4096
49551, 533, 1, 4096
50053, 699, 1, 4096
50557, 755, 1, 4096
51060, 679, 1, 4096
51592, 749, 1, 4096
52098, 726, 1, 4096
52602, 730, 1, 4096
53114, 780, 1, 4096
53618, 759, 1, 4096
54124, 794, 1, 4096
54625, 862, 1, 4096
55135, 766, 1, 4096
55647, 735, 1, 4096
56154, 660, 1, 4096
56656, 678, 1, 4096
57160, 805, 1, 4096
57662, 760, 1, 4096
58164, 800, 1, 4096
58670, 675, 1, 4096
59177, 697, 1, 4096
59678, 798, 1, 4096
60181, 890, 1, 4096
60899, 384, 1, 4096
61402, 803, 1, 4096
61903, 834, 1, 4096
62413, 795, 1, 4096
62915, 745, 1, 4096
63431, 739, 1, 4096
63932, 766, 1, 4096
64432, 778, 1, 4096
64934, 784, 1, 4096
65447, 725, 1, 4096
65950, 661, 1, 4096
66453, 729, 1, 4096
66953, 804, 1, 4096
67459, 922, 1, 4096
67964, 778, 1, 4096
68467, 709, 1, 4096
68986, 764, 1, 4096
69488, 521, 1, 4096
69992, 710, 1, 4096
70495, 786, 1, 4096
70997, 748, 1, 4096
71497, 774, 1, 4096
71998, 780, 1, 4096
72501, 791, 1, 4096
73012, 827, 1, 4096
73514, 708, 1, 4096
74019, 784, 1, 4096
74522, 557, 1, 4096
75026, 787, 1, 4096
75537, 766, 1, 4096
76040, 649, 1, 4096
76541, 796, 1, 4096
77052, 696, 1, 4096
77555, 792, 1, 4096
78064, 703, 1, 4096
78567, 760, 1, 4096
79067, 776, 1, 4096
79569, 750, 1, 4096
80081, 792, 1, 4096
80582, 798, 1, 4096
81083, 674, 1, 4096
81586, 766, 1, 4096
82087, 722, 1, 4096
82594, 832, 1, 4096
83096, 790, 1, 4096
83598, 766, 1, 4096
84103, 744, 1, 4096
84604, 842, 1, 4096
85106, 908, 1, 4096
85611, 757, 1, 4096
86116, 811, 1, 4096
86650, 636, 1, 4096
87158, 635, 1, 4096
87661, 780, 1, 4096
88166, 761, 1, 4096
88669, 697, 1, 4096
89170, 690, 1, 4096
89679, 730, 1, 4096
90185, 704, 1, 4096
90694, 705, 1, 4096
91200, 772, 1, 4096
91701, 718, 1, 4096
92207, 655, 1, 4096
92710, 787, 1, 4096
93217, 701, 1, 4096
93719, 704, 1, 4096
94220, 872, 1, 4096
94722, 782, 1, 4096
95225, 806, 1, 4096
95727, 874, 1, 4096
96229, 729, 1, 4096
96733, 495, 1, 4096
97235, 758, 1, 4096
97737, 784, 1, 4096
98245, 797, 1, 4096
98748, 750, 1, 4096
99255, 804, 1, 4096
99760, 605, 1, 4096
100269, 791, 1, 4096
100971, 353, 1, 4096
101475, 870, 1, 4096
101977, 818, 1, 4096
102487, 791, 1, 4096
102990, 711, 1, 4096
103495, 566, 1, 4096
104013, 785, 1, 4096
104840, 236, 1, 4096
105348, 753, 1, 4096
105853, 794, 1, 4096
106392, 157, 1, 4096
106901, 771, 1, 4096
107407, 826, 1, 4096
107911, 701, 1, 4096
108640, 74, 1, 4096
109143, 872, 1, 4096
109648, 640, 1, 4096
110153, 805, 1, 4096
110660, 763, 1, 4096
111165, 823, 1, 4096
111669, 811, 1, 4096
112170, 784, 1, 4096
112672, 739, 1, 4096
113185, 837, 1, 4096
113687, 782, 1, 4096
114192, 781, 1, 4096
114692, 776, 1, 4096
115200, 808, 1, 4096
115706, 801, 1, 4096
116209, 695, 1, 4096
116738, 689, 1, 4096
117245, 673, 1, 4096
117752, 798, 1, 4096
118261, 801, 1, 4096
119071, 435, 1, 4096
119577, 732, 1, 4096
120089, 851, 1, 4096
120675, 382, 1, 4096
121179, 878, 1, 4096
121693, 764, 1, 4096
122194, 828, 1, 4096
122700, 794, 1, 4096
123204, 791, 1, 4096
123706, 784, 1, 4096
124215, 846, 1, 4096
124720, 691, 1, 4096
125223, 749, 1, 4096
125726, 805, 1, 4096
126236, 687, 1, 4096
126812, 240, 1, 4096
127317, 849, 1, 4096
127818, 722, 1, 4096
128324, 808, 1, 4096
128826, 723, 1, 4096
129333, 714, 1, 4096
129845, 371, 1, 4096
130350, 768, 1, 4096
131061, 363, 1, 4096
131567, 264, 1, 4096
132072, 805, 1, 4096
132574, 713, 1, 4096
133075, 736, 1, 4096
133579, 687, 1, 4096
134096, 546, 1, 4096
134849, 285, 1, 4096
135350, 46, 1, 4096
135858, 665, 1, 4096
136742, 231, 1, 4096
137245, 805, 1, 4096
138276, 377, 1, 4096
