501, 2810, 1, 4096
1002, 3017, 1, 4096
1506, 3204, 1, 4096
2008, 3089, 1, 4096
2509, 2808, 1, 4096
3012, 3149, 1, 4096
3516, 2928, 1, 4096
4017, 3056, 1, 4096
4517, 2888, 1, 4096
5019, 2738, 1, 4096
5521, 2994, 1, 4096
6021, 3072, 1, 4096
6523, 2578, 1, 4096
7024, 2706, 1, 4096
7525, 2720, 1, 4096
8034, 2326, 1, 4096
8535, 2419, 1, 4096
9036, 2163, 1, 4096
9538, 2147, 1, 4096
10039, 2083, 1, 4096
10568, 1984, 1, 4096
11097, 2238, 1, 4096
11606, 1783, 1, 4096
12111, 2460, 1, 4096
12612, 2200, 1, 4096
13112, 1968, 1, 4096
13613, 2275, 1, 4096
14125, 1917, 1, 4096
14629, 2341, 1, 4096
15137, 1755, 1, 4096
15642, 2336, 1, 4096
16148, 1124, 1, 4096
16691, 2383, 1, 4096
17193, 2275, 1, 4096
17698, 2257, 1, 4096
18198, 2544, 1, 4096
18704, 2811, 1, 4096
19211, 2800, 1, 4096
19753, 1247, 1, 4096
20256, 3141, 1, 4096
20765, 2692, 1, 4096
21281, 2772, 1, 4096
21786, 2534, 1, 4096
22289, 2807, 1, 4096
22792, 2924, 1, 4096
23299, 2627, 1, 4096
23802, 3196, 1, 4096
24314, 2849, 1, 4096
24822, 2748, 1, 4096
25328, 3033, 1, 4096
25844, 2837, 1, 4096
26352, 2871, 1, 4096
26856, 2706, 1, 4096
27366, 2956, 1, 4096
27874, 3447, 1, 4096
28380, 2679, 1, 4096
28885, 1841, 1, 4096
29395, 3284, 1, 4096
29903, 3007, 1, 4096
30409, 2962, 1, 4096
30912, 3093, 1, 4096
31416, 2904, 1, 4096
31922, 2590, 1, 4096
32422, 2632, 1, 4096
32923, 3048, 1, 4096
33431, 2118, 1, 4096
33938, 3525, 1, 4096
34450, 3335, 1, 4096
34959, 3086, 1, 4096
35460, 3033, 1, 4096
35964, 2936, 1, 4096
36479, 2599, 1, 4096
36983, 2912, 1, 4096
37485, 3113, 1, 4096
37988, 2815, 1, 4096
38515, 3415, 1, 4096
39016, 2952, 1, 4096
39587, 2591, 1, 4096
40087, 2712, 1, 4096
41093, 1142, 1, 4096
41594, 1592, 1, 4096
42099, 3176, 1, 4096
42603, 3380, 1, 4096
43104, 2976, 1, 4096
43609, 2304, 1, 4096
44111, 3265, 1, 4096
44990, 214, 1, 4096
45500, 2054, 1, 4096
46366, 1179, 1, 4096
46873, 3116, 1, 4096
47381, 2921, 1, 4096
48060, 247, 1, 4096
48567, 3337, 1, 4096
49069, 2844, 1, 4096
49575, 2292, 1, 4096
50080, 3420, 1, 4096
50588, 3338, 1, 4096
51089, 3312, 1, 4096
51598, 3222, 1, 4096
52099, 3409, 1, 4096
52601, 3009, 1, 4096
53110, 3039, 1, 4096
53629, 3142, 1, 4096
54130, 3345, 1, 4096
54639, 3015, 1, 4096
55139, 3160, 1, 4096
55644, 2590, 1, 4096
56151, 3873, 1, 4096
56657, 2930, 1, 4096
57166, 2750, 1, 4096
57681, 3005, 1, 4096
58187, 2569, 1, 4096
58691, 2457, 1, 4096
59193, 2868, 1, 4096
59697, 2815, 1, 4096
60202, 2859, 1, 4096
60904, 1398, 1, 4096
61406, 2972, 1, 4096
61910, 3079, 1, 4096
62414, 2648, 1, 4096
62921, 3391, 1, 4096
63422, 2922, 1, 4096
63923, 3129, 1, 4096
64424, 2786, 1, 4096
64932, 3140, 1, 4096
65437, 2875, 1, 4096
65945, 2950, 1, 4096
66452, 2972, 1, 4096
66966, 2731, 1, 4096
67467, 2954, 1, 4096
67972, 3539, 1, 4096
68474, 3147, 1, 4096
68987, 2765, 1, 4096
69488, 2698, 1, 4096
69995, 3264, 1, 4096
70552, 2075, 1, 4096
71056, 3324, 1, 4096
71558, 2778, 1, 4096
72059, 2666, 1, 4096
72560, 3360, 1, 4096
73062, 2866, 1, 4096
73573, 3200, 1, 4096
74075, 3115, 1, 4096
74581, 2189, 1, 4096
75089, 3614, 1, 4096
75594, 2531, 1, 4096
76106, 3062, 1, 4096
76612, 2780, 1, 4096
77116, 3180, 1, 4096
77620, 3317, 1, 4096
78125, 3293, 1, 4096
78631, 3097, 1, 4096
79131, 3128, 1, 4096
79633, 2962, 1, 4096
80134, 3057, 1, 4096
80644, 2431, 1, 4096
81147, 2791, 1, 4096
81657, 2868, 1, 4096
82163, 2885, 1, 4096
82666, 3195, 1, 4096
83169, 3019, 1, 4096
83669, 3416, 1, 4096
84174, 3325, 1, 4096
84683, 3237, 1, 4096
85190, 2919, 1, 4096
85691, 3240, 1, 4096
86203, 2648, 1, 4096
86719, 3000, 1, 4096
87227, 2582, 1, 4096
87733, 3217, 1, 4096
88240, 3035, 1, 4096
88820, 2593, 1, 4096
89321, 3361, 1, 4096
89828, 3003, 1, 4096
90329, 2650, 1, 4096
90831, 2538, 1, 4096
91339, 3076, 1, 4096
91839, 3200, 1, 4096
92340, 3040, 1, 4096
92844, 3015, 1, 4096
93348, 2894, 1, 4096
93853, 2857, 1, 4096
94367, 3072, 1, 4096
94870, 3180, 1, 4096
95371, 2992, 1, 4096
95872, 2954, 1, 4096
96378, 2553, 1, 4096
96880, 2844, 1, 4096
97383, 3019, 1, 4096
97885, 3115, 1, 4096
98394, 3188, 1, 4096
98907, 2690, 1, 4096
99413, 3176, 1, 4096
99914, 3217, 1, 4096
100416, 3075, 1, 4096
100970, 1133, 1, 4096
101472, 2972, 1, 4096
101981, 3275, 1, 4096
102485, 2785, 1, 4096
103001, 2635, 1, 4096
103502, 2736, 1, 4096
104011, 2805, 1, 4096
104840, 888, 1, 4096
105347, 3179, 1, 4096
105852, 3182, 1, 4096
106397, 779, 1, 4096
106901, 3373, 1, 4096
107408, 2553, 1, 4096
107910, 3057, 1, 4096
108639, 214, 1, 4096
109152, 2697, 1, 4096
109654, 2167, 1, 4096
110159, 2785, 1, 4096
110662, 2717, 1, 4096
111164, 2836, 1, 4096
111667, 2892, 1, 4096
112180, 2617, 1, 4096
112681, 3241, 1, 4096
113182, 2928, 1, 4096
113682, 3376, 1, 4096
114182, 2864, 1, 4096
114683, 3368, 1, 4096
115203, 2921, 1, 4096
115707, 2865, 1, 4096
116216, 3001, 1, 4096
116739, 2873, 1, 4096
117241, 2557, 1, 4096
117747, 2526, 1, 4096
118247, 3144, 1, 4096
118755, 2984, 1, 4096
